,image,angle
32348,32349.jpg,2.62
28339,28340.jpg,25.31
30877,30878.jpg,-1.82
31593,31594.jpg,29.45
36246,36247.jpg,-6.76
42277,42278.jpg,-143.5
18342,18343.jpg,1.61
12098,12099.jpg,0.71
14034,14035.jpg,-25.11
32060,32061.jpg,23.29
42610,42611.jpg,16.03
16407,16408.jpg,0.4
23971,23972.jpg,0.0
1768,1769.jpg,0.0
18311,18312.jpg,0.61
29376,29377.jpg,0.0
14606,14607.jpg,0.4
29371,29372.jpg,-11.19
24162,24163.jpg,-2.62
29458,29459.jpg,-15.13
30072,30073.jpg,-41.45
40120,40121.jpg,0.2
688,689.jpg,4.64
1661,1662.jpg,-0.5
26463,26464.jpg,9.88
2900,2901.jpg,6.25
41351,41352.jpg,-0.71
3899,3900.jpg,6.66
25226,25227.jpg,-1.11
44948,44949.jpg,13.41
8049,8050.jpg,1.31
44500,44501.jpg,9.78
29399,29400.jpg,-15.33
27805,27806.jpg,-32.87
28681,28682.jpg,1.61
10621,10622.jpg,-141.9
20507,20508.jpg,-12.91
18415,18416.jpg,1.82
44148,44149.jpg,9.98
40497,40498.jpg,8.07
39722,39723.jpg,6.55
20691,20692.jpg,-4.13
45237,45238.jpg,14.12
39970,39971.jpg,1.41
12171,12172.jpg,28.84
13757,13758.jpg,28.44
21859,21860.jpg,22.39
13287,13288.jpg,0.4
27304,27305.jpg,10.89
22071,22072.jpg,-0.3
2404,2405.jpg,-0.3
41815,41816.jpg,-0.1
27008,27009.jpg,-1.31
7341,7342.jpg,-1.92
23787,23788.jpg,1.21
42808,42809.jpg,13.01
24007,24008.jpg,0.81
15366,15367.jpg,-11.5
29545,29546.jpg,-19.56
10871,10872.jpg,-4.54
36614,36615.jpg,24.4
2129,2130.jpg,0.1
3269,3270.jpg,2.42
38150,38151.jpg,17.34
27442,27443.jpg,15.93
893,894.jpg,146.22
43904,43905.jpg,-15.93
26284,26285.jpg,10.08
24901,24902.jpg,-16.94
30704,30705.jpg,16.54
38960,38961.jpg,10.29
38004,38005.jpg,1.71
33614,33615.jpg,-42.45
1948,1949.jpg,0.3
35772,35773.jpg,-69.38
42703,42704.jpg,19.46
37947,37948.jpg,-17.95
41512,41513.jpg,-0.91
16054,16055.jpg,3.83
37836,37837.jpg,-9.58
21159,21160.jpg,-3.03
7278,7279.jpg,-4.94
6656,6657.jpg,1.51
39645,39646.jpg,4.34
32358,32359.jpg,1.71
41749,41750.jpg,0.0
35295,35296.jpg,-10.08
6346,6347.jpg,24.91
42071,42072.jpg,-20.47
27825,27826.jpg,-20.47
26673,26674.jpg,-68.97
13818,13819.jpg,-1.51
20824,20825.jpg,8.87
1766,1767.jpg,0.0
4375,4376.jpg,5.14
41074,41075.jpg,-1.71
668,669.jpg,3.13
9350,9351.jpg,20.87
38141,38142.jpg,7.97
37438,37439.jpg,1.71
11703,11704.jpg,-16.94
43217,43218.jpg,-0.91
42029,42030.jpg,-4.03
28511,28512.jpg,-20.27
28783,28784.jpg,-10.08
3202,3203.jpg,6.86
12552,12553.jpg,0.3
38616,38617.jpg,8.27
34480,34481.jpg,67.76
6026,6027.jpg,-16.94
26474,26475.jpg,8.67
6559,6560.jpg,-0.4
14573,14574.jpg,-1.31
980,981.jpg,183.43
19270,19271.jpg,16.94
18376,18377.jpg,0.0
1629,1630.jpg,-0.1
1369,1370.jpg,0.2
40472,40473.jpg,13.82
22785,22786.jpg,-7.76
39454,39455.jpg,8.37
6364,6365.jpg,21.48
24699,24700.jpg,-4.84
33810,33811.jpg,-6.35
24234,24235.jpg,-2.12
11050,11051.jpg,3.43
7013,7014.jpg,-6.35
9316,9317.jpg,20.27
40452,40453.jpg,12.61
35305,35306.jpg,-7.36
11387,11388.jpg,0.0
40345,40346.jpg,14.72
36880,36881.jpg,-0.3
20108,20109.jpg,-19.97
30697,30698.jpg,12.91
24495,24496.jpg,-148.2
19236,19237.jpg,14.42
6756,6757.jpg,1.71
42665,42666.jpg,15.83
22067,22068.jpg,-0.2
35164,35165.jpg,0.61
25741,25742.jpg,0.0
45366,45367.jpg,2.22
37641,37642.jpg,1.11
18881,18882.jpg,1.41
26680,26681.jpg,-71.39
20021,20022.jpg,-18.86
4710,4711.jpg,8.17
13630,13631.jpg,29.04
20710,20711.jpg,-4.24
38344,38345.jpg,10.49
43445,43446.jpg,-4.74
16347,16348.jpg,0.61
23266,23267.jpg,12.1
864,865.jpg,17.65
4517,4518.jpg,50.02
41493,41494.jpg,-1.51
3396,3397.jpg,2.42
25087,25088.jpg,-6.66
24239,24240.jpg,-2.12
17553,17554.jpg,2.32
1258,1259.jpg,129.38
39158,39159.jpg,-35.09
41311,41312.jpg,0.3
35862,35863.jpg,-44.27
19171,19172.jpg,4.64
2817,2818.jpg,-2.42
11995,11996.jpg,1.82
7057,7058.jpg,1.71
41210,41211.jpg,0.61
17221,17222.jpg,-1.21
855,856.jpg,7.56
21988,21989.jpg,-0.71
33441,33442.jpg,52.24
21847,21848.jpg,22.69
1007,1008.jpg,105.58
129,130.jpg,0.0
24184,24185.jpg,0.3
11919,11920.jpg,-15.73
25947,25948.jpg,-23.29
18491,18492.jpg,2.12
7973,7974.jpg,1.51
2383,2384.jpg,-0.3
3897,3898.jpg,6.66
32331,32332.jpg,7.97
10443,10444.jpg,0.0
27205,27206.jpg,10.18
15531,15532.jpg,-14.92
18237,18238.jpg,7.87
37673,37674.jpg,-0.5
19217,19218.jpg,13.61
32938,32939.jpg,11.8
21970,21971.jpg,2.82
12741,12742.jpg,1.01
2503,2504.jpg,0.4
11536,11537.jpg,2.02
31688,31689.jpg,-12.3
29758,29759.jpg,7.56
37944,37945.jpg,-16.94
23604,23605.jpg,-11.6
38887,38888.jpg,8.27
10084,10085.jpg,-0.4
3408,3409.jpg,2.42
33839,33840.jpg,3.83
756,757.jpg,-17.24
8117,8118.jpg,-1.51
3524,3525.jpg,0.5
6100,6101.jpg,-15.43
26857,26858.jpg,-7.26
34081,34082.jpg,24.0
10258,10259.jpg,0.0
17129,17130.jpg,1.01
2264,2265.jpg,-2.12
30585,30586.jpg,51.53
7562,7563.jpg,0.2
41981,41982.jpg,-0.3
25755,25756.jpg,-62.22
291,292.jpg,404.97
26684,26685.jpg,-73.71
39765,39766.jpg,0.3
43214,43215.jpg,2.32
34691,34692.jpg,-32.77
40751,40752.jpg,-0.3
37181,37182.jpg,-63.23
32512,32513.jpg,-27.13
40978,40979.jpg,2.62
36282,36283.jpg,-7.87
42260,42261.jpg,-135.9
508,509.jpg,-94.59
44045,44046.jpg,13.41
11484,11485.jpg,1.31
38452,38453.jpg,46.89
20555,20556.jpg,-1.41
10450,10451.jpg,0.0
30603,30604.jpg,40.24
39484,39485.jpg,6.45
25182,25183.jpg,1.31
34879,34880.jpg,4.94
12932,12933.jpg,6.96
19232,19233.jpg,14.32
7844,7845.jpg,16.94
42842,42843.jpg,1.92
45354,45355.jpg,5.95
4382,4383.jpg,5.24
30920,30921.jpg,-3.03
4220,4221.jpg,-3.43
12601,12602.jpg,2.52
43578,43579.jpg,2.92
27866,27867.jpg,-13.71
23430,23431.jpg,1.01
33569,33570.jpg,-2.22
3113,3114.jpg,0.0
27760,27761.jpg,-38.52
35254,35255.jpg,-21.18
31893,31894.jpg,-7.56
15529,15530.jpg,-14.72
23964,23965.jpg,13.21
23701,23702.jpg,-11.8
32180,32181.jpg,29.04
9281,9282.jpg,28.03
21788,21789.jpg,4.44
16357,16358.jpg,1.82
4856,4857.jpg,1.41
40528,40529.jpg,-0.3
28752,28753.jpg,-4.03
8667,8668.jpg,-10.08
12492,12493.jpg,-0.3
11240,11241.jpg,-0.1
31420,31421.jpg,0.4
34093,34094.jpg,29.45
8895,8896.jpg,0.4
16021,16022.jpg,-10.59
6642,6643.jpg,1.61
30009,30010.jpg,-25.11
41349,41350.jpg,-0.71
22835,22836.jpg,-0.4
1799,1800.jpg,0.0
17357,17358.jpg,1.71
13026,13027.jpg,9.98
26320,26321.jpg,17.55
8187,8188.jpg,0.71
37115,37116.jpg,-60.91
5814,5815.jpg,0.0
8066,8067.jpg,0.1
44547,44548.jpg,9.88
19663,19664.jpg,4.44
25713,25714.jpg,-72.91
15361,15362.jpg,-7.36
5046,5047.jpg,13.82
5420,5421.jpg,-20.47
41449,41450.jpg,4.13
35587,35588.jpg,0.0
37336,37337.jpg,17.14
27807,27808.jpg,-32.47
35123,35124.jpg,0.0
18215,18216.jpg,3.63
32222,32223.jpg,46.69
18205,18206.jpg,2.12
39925,39926.jpg,-2.02
16268,16269.jpg,8.67
43402,43403.jpg,9.78
41634,41635.jpg,2.32
8393,8394.jpg,-0.71
8384,8385.jpg,2.32
33854,33855.jpg,2.72
12301,12302.jpg,30.45
42652,42653.jpg,15.53
8184,8185.jpg,0.61
38928,38929.jpg,7.76
22462,22463.jpg,-7.36
34887,34888.jpg,9.58
42209,42210.jpg,-36.1
4519,4520.jpg,48.71
1008,1009.jpg,98.72
17654,17655.jpg,1.92
13887,13888.jpg,-18.25
26324,26325.jpg,17.34
16747,16748.jpg,3.23
7829,7830.jpg,17.04
8753,8754.jpg,-0.4
19415,19416.jpg,0.71
20226,20227.jpg,-9.28
17689,17690.jpg,1.82
30197,30198.jpg,-7.06
4111,4112.jpg,11.29
17159,17160.jpg,3.53
20339,20340.jpg,-9.38
17445,17446.jpg,2.72
31223,31224.jpg,2.62
13585,13586.jpg,0.0
44841,44842.jpg,12.61
36018,36019.jpg,-1.11
25113,25114.jpg,-7.16
34522,34523.jpg,9.28
26333,26334.jpg,14.22
29975,29976.jpg,-24.81
19805,19806.jpg,-8.97
8517,8518.jpg,-0.1
39960,39961.jpg,-0.1
14904,14905.jpg,16.13
9903,9904.jpg,15.53
501,502.jpg,-99.73
19575,19576.jpg,16.24
8506,8507.jpg,0.5
40000,40001.jpg,3.63
34999,35000.jpg,72.4
38054,38055.jpg,3.53
25683,25684.jpg,-51.93
17816,17817.jpg,4.03
19057,19058.jpg,-7.97
16681,16682.jpg,-12.61
5609,5610.jpg,-10.69
4952,4953.jpg,13.92
4034,4035.jpg,10.69
34055,34056.jpg,15.53
10989,10990.jpg,-5.14
24024,24025.jpg,0.2
29214,29215.jpg,-3.43
25833,25834.jpg,-71.39
14354,14355.jpg,-16.13
34322,34323.jpg,-15.73
14106,14107.jpg,-0.81
3447,3448.jpg,0.2
42705,42706.jpg,18.25
34865,34866.jpg,4.24
23740,23741.jpg,-15.13
30818,30819.jpg,12.61
11722,11723.jpg,-15.13
13530,13531.jpg,27.53
41262,41263.jpg,0.91
9401,9402.jpg,5.45
32911,32912.jpg,4.24
24059,24060.jpg,-1.51
12546,12547.jpg,-0.5
21639,21640.jpg,44.37
40233,40234.jpg,0.2
40606,40607.jpg,2.02
11255,11256.jpg,3.43
17769,17770.jpg,4.24
18365,18366.jpg,-0.91
14437,14438.jpg,8.57
35079,35080.jpg,67.56
16444,16445.jpg,1.82
40940,40941.jpg,1.21
18732,18733.jpg,3.13
5915,5916.jpg,-16.64
29700,29701.jpg,64.34
18583,18584.jpg,10.59
42951,42952.jpg,-20.27
17285,17286.jpg,3.53
15242,15243.jpg,2.42
15149,15150.jpg,10.89
24041,24042.jpg,-0.81
3560,3561.jpg,1.61
27191,27192.jpg,6.05
10302,10303.jpg,0.0
42090,42091.jpg,2.52
5924,5925.jpg,-16.64
43909,43910.jpg,-16.24
91,92.jpg,0.0
30468,30469.jpg,49.31
17309,17310.jpg,3.53
12905,12906.jpg,9.28
43903,43904.jpg,-15.93
31454,31455.jpg,7.16
21082,21083.jpg,-0.5
1844,1845.jpg,0.0
14468,14469.jpg,4.44
38795,38796.jpg,8.27
45292,45293.jpg,23.6
38648,38649.jpg,8.27
26403,26404.jpg,11.19
20702,20703.jpg,-3.13
7230,7231.jpg,-0.81
23936,23937.jpg,15.53
15394,15395.jpg,-16.64
5344,5345.jpg,-19.46
2399,2400.jpg,-0.2
9347,9348.jpg,20.87
1186,1187.jpg,4.94
9355,9356.jpg,20.97
39372,39373.jpg,8.97
33371,33372.jpg,61.51
11078,11079.jpg,1.41
28537,28538.jpg,-17.75
29733,29734.jpg,10.89
16938,16939.jpg,2.22
12532,12533.jpg,-2.62
38298,38299.jpg,0.0
19216,19217.jpg,13.61
44987,44988.jpg,13.11
42415,42416.jpg,-1.31
2899,2900.jpg,6.35
39545,39546.jpg,9.68
16016,16017.jpg,-10.69
37901,37902.jpg,-10.08
29330,29331.jpg,0.0
6190,6191.jpg,3.63
7564,7565.jpg,0.2
44354,44355.jpg,9.78
20376,20377.jpg,4.44
35195,35196.jpg,-7.97
42967,42968.jpg,-16.44
40632,40633.jpg,0.0
32041,32042.jpg,17.24
24250,24251.jpg,-0.61
18922,18923.jpg,0.81
4841,4842.jpg,0.3
33867,33868.jpg,3.03
3429,3430.jpg,2.42
3251,3252.jpg,2.42
40841,40842.jpg,1.21
20599,20600.jpg,-0.2
28973,28974.jpg,0.4
45315,45316.jpg,17.75
19548,19549.jpg,21.28
42218,42219.jpg,-86.02
22563,22564.jpg,-4.24
13463,13464.jpg,10.29
2919,2920.jpg,1.92
18362,18363.jpg,-0.91
11160,11161.jpg,2.52
30674,30675.jpg,8.07
45219,45220.jpg,13.92
19020,19021.jpg,-0.5
12901,12902.jpg,7.16
43809,43810.jpg,-19.36
18670,18671.jpg,8.57
21458,21459.jpg,11.19
4896,4897.jpg,19.06
17388,17389.jpg,2.52
8873,8874.jpg,0.61
31761,31762.jpg,-11.8
30997,30998.jpg,-78.55
21388,21389.jpg,15.23
13288,13289.jpg,0.3
22963,22964.jpg,-0.2
18959,18960.jpg,1.41
21057,21058.jpg,24.4
31801,31802.jpg,-40.03
36577,36578.jpg,27.33
34370,34371.jpg,26.12
28168,28169.jpg,41.04
7725,7726.jpg,16.74
17577,17578.jpg,1.21
38732,38733.jpg,8.27
13144,13145.jpg,3.03
27684,27685.jpg,-12.1
7958,7959.jpg,2.22
5254,5255.jpg,-18.05
39011,39012.jpg,10.99
26012,26013.jpg,-10.59
7440,7441.jpg,-2.42
7051,7052.jpg,2.32
8406,8407.jpg,0.61
33598,33599.jpg,-20.67
24496,24497.jpg,-148.2
27391,27392.jpg,3.13
24272,24273.jpg,9.18
9737,9738.jpg,8.47
35565,35566.jpg,28.13
35045,35046.jpg,75.53
5520,5521.jpg,-2.52
945,946.jpg,216.91
4624,4625.jpg,10.69
7624,7625.jpg,-1.92
40046,40047.jpg,-2.12
29261,29262.jpg,-8.97
666,667.jpg,0.1
14628,14629.jpg,-44.07
9850,9851.jpg,-25.82
39660,39661.jpg,5.65
4739,4740.jpg,1.41
20626,20627.jpg,5.04
41269,41270.jpg,2.12
9131,9132.jpg,24.61
13212,13213.jpg,1.01
23223,23224.jpg,13.11
8639,8640.jpg,-10.79
37821,37822.jpg,-8.37
1119,1120.jpg,12.81
39164,39165.jpg,-30.76
21728,21729.jpg,7.76
3477,3478.jpg,-0.2
13662,13663.jpg,26.62
33071,33072.jpg,10.69
40078,40079.jpg,-1.61
40189,40190.jpg,0.2
38836,38837.jpg,8.27
6137,6138.jpg,-7.46
34398,34399.jpg,80.87
31533,31534.jpg,41.24
4106,4107.jpg,12.0
7568,7569.jpg,0.2
22025,22026.jpg,2.12
17471,17472.jpg,0.4
5293,5294.jpg,-23.39
15520,15521.jpg,-14.82
20634,20635.jpg,3.53
27273,27274.jpg,-4.44
25542,25543.jpg,14.82
29964,29965.jpg,-22.29
8286,8287.jpg,5.55
30593,30594.jpg,41.65
26184,26185.jpg,87.53
23796,23797.jpg,1.01
17535,17536.jpg,5.14
41997,41998.jpg,-3.23
30313,30314.jpg,0.81
5762,5763.jpg,-11.5
10748,10749.jpg,4.13
36995,36996.jpg,-19.16
43447,43448.jpg,-4.84
8867,8868.jpg,0.61
11677,11678.jpg,-17.14
27110,27111.jpg,55.06
9928,9929.jpg,4.64
23762,23763.jpg,3.73
30978,30979.jpg,-73.21
41700,41701.jpg,-0.3
42493,42494.jpg,-2.02
24194,24195.jpg,2.02
23857,23858.jpg,2.62
3598,3599.jpg,3.53
31754,31755.jpg,-7.87
2224,2225.jpg,-0.61
15581,15582.jpg,-19.06
2084,2085.jpg,0.0
32117,32118.jpg,19.26
24686,24687.jpg,-0.4
11630,11631.jpg,-12.3
10008,10009.jpg,-12.81
27663,27664.jpg,1.21
27749,27750.jpg,-37.92
84,85.jpg,1.41
5469,5470.jpg,-20.07
225,226.jpg,2.62
13182,13183.jpg,0.4
44806,44807.jpg,14.52
14365,14366.jpg,-21.98
36207,36208.jpg,-8.87
40151,40152.jpg,0.0
3783,3784.jpg,2.52
10675,10676.jpg,-94.69
35563,35564.jpg,34.69
38333,38334.jpg,18.66
8222,8223.jpg,-1.41
5863,5864.jpg,-17.65
43035,43036.jpg,-20.37
38492,38493.jpg,13.11
37786,37787.jpg,-1.31
6587,6588.jpg,2.92
21173,21174.jpg,-6.76
35754,35755.jpg,-66.05
12157,12158.jpg,24.61
20358,20359.jpg,-3.33
34573,34574.jpg,-46.39
32127,32128.jpg,19.76
30171,30172.jpg,-45.58
9690,9691.jpg,-11.7
41673,41674.jpg,1.31
9321,9322.jpg,19.76
1817,1818.jpg,0.0
33424,33425.jpg,51.53
1173,1174.jpg,5.85
41478,41479.jpg,2.02
12170,12171.jpg,28.74
7329,7330.jpg,-3.13
35989,35990.jpg,-4.44
16060,16061.jpg,1.41
42428,42429.jpg,3.53
9219,9220.jpg,19.26
17762,17763.jpg,4.03
25520,25521.jpg,12.2
35401,35402.jpg,1.82
4334,4335.jpg,5.55
42955,42956.jpg,-19.97
37519,37520.jpg,5.65
36876,36877.jpg,-0.3
21785,21786.jpg,4.54
4834,4835.jpg,-0.1
42284,42285.jpg,-147.6
40657,40658.jpg,1.61
4670,4671.jpg,11.29
24532,24533.jpg,-51.13
24655,24656.jpg,-1.92
25694,25695.jpg,-65.45
10125,10126.jpg,0.0
40744,40745.jpg,-0.1
19231,19232.jpg,14.22
41790,41791.jpg,1.31
11121,11122.jpg,1.51
7797,7798.jpg,16.24
41068,41069.jpg,-1.71
9394,9395.jpg,11.29
32925,32926.jpg,7.16
32742,32743.jpg,5.85
2897,2898.jpg,6.15
17258,17259.jpg,1.11
42953,42954.jpg,-20.27
6471,6472.jpg,10.18
40948,40949.jpg,0.81
15504,15505.jpg,-16.24
5769,5770.jpg,-10.69
1216,1217.jpg,-9.78
2682,2683.jpg,-9.08
27611,27612.jpg,27.73
567,568.jpg,-103.26
25027,25028.jpg,-12.71
33384,33385.jpg,65.85
35261,35262.jpg,-21.18
28063,28064.jpg,34.29
42002,42003.jpg,-3.23
43600,43601.jpg,21.18
40672,40673.jpg,4.03
29447,29448.jpg,-11.5
35743,35744.jpg,-71.39
20464,20465.jpg,5.24
1112,1113.jpg,13.31
1794,1795.jpg,0.0
15987,15988.jpg,-10.18
14895,14896.jpg,14.22
31703,31704.jpg,-14.62
18236,18237.jpg,7.87
40926,40927.jpg,0.1
4858,4859.jpg,1.71
13751,13752.jpg,29.75
19500,19501.jpg,3.63
9012,9013.jpg,17.45
11569,11570.jpg,0.0
1454,1455.jpg,-9.28
22183,22184.jpg,2.22
21511,21512.jpg,5.85
29072,29073.jpg,-1.41
27972,27973.jpg,12.2
7728,7729.jpg,16.94
16069,16070.jpg,1.21
32051,32052.jpg,21.98
12895,12896.jpg,5.95
13984,13985.jpg,-16.54
19829,19830.jpg,-9.48
7669,7670.jpg,0.81
25817,25818.jpg,-70.89
1269,1270.jpg,194.12
36840,36841.jpg,-1.92
4878,4879.jpg,11.19
24862,24863.jpg,-0.61
13742,13743.jpg,29.75
24207,24208.jpg,2.12
37597,37598.jpg,2.92
17333,17334.jpg,3.03
37983,37984.jpg,1.21
42237,42238.jpg,-152.6
9925,9926.jpg,6.25
6283,6284.jpg,16.94
18753,18754.jpg,1.41
8610,8611.jpg,-10.29
1956,1957.jpg,0.3
15658,15659.jpg,-11.6
977,978.jpg,187.06
1292,1293.jpg,227.8
9551,9552.jpg,-10.49
23044,23045.jpg,0.71
19996,19997.jpg,3.23
24685,24686.jpg,0.71
14513,14514.jpg,-4.34
28803,28804.jpg,0.81
6123,6124.jpg,-11.5
3594,3595.jpg,3.43
31082,31083.jpg,-73.71
9132,9133.jpg,24.61
11620,11621.jpg,-10.18
4052,4053.jpg,13.71
40180,40181.jpg,0.3
3625,3626.jpg,3.13
20385,20386.jpg,3.83
26988,26989.jpg,0.0
21041,21042.jpg,27.83
24779,24780.jpg,2.72
28310,28311.jpg,45.98
42773,42774.jpg,24.1
40259,40260.jpg,5.75
44248,44249.jpg,9.28
11010,11011.jpg,-1.31
40351,40352.jpg,14.62
7605,7606.jpg,-0.3
20516,20517.jpg,-12.81
7099,7100.jpg,-1.92
15986,15987.jpg,-10.18
42436,42437.jpg,5.85
26790,26791.jpg,-4.84
38514,38515.jpg,8.27
18645,18646.jpg,10.29
14148,14149.jpg,0.0
24121,24122.jpg,-8.47
254,255.jpg,5.65
41225,41226.jpg,0.61
11014,11015.jpg,0.2
13982,13983.jpg,-16.54
3687,3688.jpg,2.22
18956,18957.jpg,1.41
6701,6702.jpg,1.51
5027,5028.jpg,21.38
7301,7302.jpg,-3.83
20373,20374.jpg,4.44
31656,31657.jpg,-8.97
44517,44518.jpg,9.78
15726,15727.jpg,-16.54
12489,12490.jpg,0.81
30360,30361.jpg,4.74
16350,16351.jpg,1.21
24169,24170.jpg,-0.81
5537,5538.jpg,0.2
45204,45205.jpg,12.61
19716,19717.jpg,-3.13
16778,16779.jpg,4.24
2870,2871.jpg,-3.13
11442,11443.jpg,1.21
3331,3332.jpg,2.42
31217,31218.jpg,2.12
37440,37441.jpg,1.21
17301,17302.jpg,3.53
6575,6576.jpg,3.63
34622,34623.jpg,-61.21
38032,38033.jpg,0.61
22598,22599.jpg,-4.24
36466,36467.jpg,47.7
1747,1748.jpg,0.81
5617,5618.jpg,-11.8
22940,22941.jpg,-1.31
23288,23289.jpg,14.72
27783,27784.jpg,-32.07
33863,33864.jpg,3.03
43760,43761.jpg,-2.92
2861,2862.jpg,-1.21
41564,41565.jpg,2.62
24919,24920.jpg,-21.48
9186,9187.jpg,24.2
32074,32075.jpg,21.68
4510,4511.jpg,52.84
43401,43402.jpg,9.78
10458,10459.jpg,-0.1
15255,15256.jpg,2.02
986,987.jpg,178.18
4381,4382.jpg,5.24
25420,25421.jpg,-11.19
5416,5417.jpg,-20.17
911,912.jpg,175.06
6307,6308.jpg,21.58
39392,39393.jpg,5.95
8878,8879.jpg,0.61
22269,22270.jpg,1.41
36760,36761.jpg,17.95
39121,39122.jpg,-140.9
20448,20449.jpg,0.0
33423,33424.jpg,51.53
13027,13028.jpg,9.98
16842,16843.jpg,1.51
19023,19024.jpg,-1.71
31626,31627.jpg,1.31
31511,31512.jpg,11.7
37747,37748.jpg,3.73
44346,44347.jpg,9.78
27438,27439.jpg,14.32
41008,41009.jpg,2.32
8991,8992.jpg,1.71
30029,30030.jpg,0.0
21035,21036.jpg,27.43
36493,36494.jpg,50.92
4145,4146.jpg,8.97
15664,15665.jpg,-9.58
23247,23248.jpg,10.99
20582,20583.jpg,1.21
31095,31096.jpg,-50.32
43997,43998.jpg,5.45
5911,5912.jpg,-16.64
25441,25442.jpg,-3.33
15812,15813.jpg,-16.84
27351,27352.jpg,4.13
16037,16038.jpg,4.13
1036,1037.jpg,30.86
40039,40040.jpg,-2.02
15244,15245.jpg,2.32
30598,30599.jpg,40.94
37360,37361.jpg,30.45
15158,15159.jpg,6.55
17039,17040.jpg,0.81
9114,9115.jpg,27.03
19221,19222.jpg,13.82
16381,16382.jpg,3.13
37096,37097.jpg,0.0
2063,2064.jpg,0.0
31641,31642.jpg,-4.64
35593,35594.jpg,0.0
6425,6426.jpg,16.64
13850,13851.jpg,-3.33
22553,22554.jpg,-5.04
4516,4517.jpg,50.62
8408,8409.jpg,0.5
25234,25235.jpg,-1.11
34280,34281.jpg,-43.87
29147,29148.jpg,4.13
34169,34170.jpg,-5.85
6869,6870.jpg,31.26
9670,9671.jpg,-12.91
101,102.jpg,2.12
12778,12779.jpg,4.34
9433,9434.jpg,-2.92
35423,35424.jpg,7.97
2276,2277.jpg,-2.12
34607,34608.jpg,-68.87
25296,25297.jpg,0.3
24480,24481.jpg,-107.7
14914,14915.jpg,15.13
6295,6296.jpg,20.07
11281,11282.jpg,2.22
40954,40955.jpg,0.81
925,926.jpg,192.3
95,96.jpg,1.41
1753,1754.jpg,0.2
32287,32288.jpg,20.87
28991,28992.jpg,-2.02
11667,11668.jpg,-17.04
30566,30567.jpg,60.3
30971,30972.jpg,-66.35
39934,39935.jpg,-2.02
43099,43100.jpg,0.0
35281,35282.jpg,-21.18
21161,21162.jpg,-3.03
31815,31816.jpg,-41.45
8747,8748.jpg,-2.42
36640,36641.jpg,30.76
22166,22167.jpg,1.31
33845,33846.jpg,3.23
15409,15410.jpg,-18.05
35115,35116.jpg,59.29
24167,24168.jpg,-0.91
28867,28868.jpg,1.61
25476,25477.jpg,1.41
17092,17093.jpg,1.61
18467,18468.jpg,0.4
1627,1628.jpg,-0.1
2479,2480.jpg,0.3
7154,7155.jpg,-1.92
26669,26670.jpg,-68.07
39240,39241.jpg,8.57
16564,16565.jpg,-10.49
18299,18300.jpg,2.72
32927,32928.jpg,7.26
9827,9828.jpg,-9.38
13197,13198.jpg,0.0
7819,7820.jpg,16.64
41182,41183.jpg,2.42
30831,30832.jpg,10.79
19021,19022.jpg,-0.71
12775,12776.jpg,4.34
20085,20086.jpg,0.0
38468,38469.jpg,-2.52
23593,23594.jpg,-13.41
13499,13500.jpg,17.95
3054,3055.jpg,6.45
21381,21382.jpg,13.41
32458,32459.jpg,-27.13
42546,42547.jpg,0.0
19989,19990.jpg,4.94
44898,44899.jpg,9.88
4114,4115.jpg,11.19
11143,11144.jpg,2.72
16978,16979.jpg,0.5
16398,16399.jpg,1.92
24115,24116.jpg,-8.07
7273,7274.jpg,-4.54
10888,10889.jpg,-9.48
41063,41064.jpg,-1.41
13410,13411.jpg,8.57
14593,14594.jpg,1.31
39446,39447.jpg,6.66
5975,5976.jpg,-15.23
8104,8105.jpg,-0.61
2924,2925.jpg,-0.1
7517,7518.jpg,-0.2
38478,38479.jpg,12.0
44026,44027.jpg,7.06
1775,1776.jpg,0.0
38758,38759.jpg,8.27
28886,28887.jpg,1.51
15234,15235.jpg,2.82
30988,30989.jpg,-77.85
15697,15698.jpg,-15.43
31896,31897.jpg,-7.46
22363,22364.jpg,-7.36
19638,19639.jpg,5.95
15311,15312.jpg,-1.31
14545,14546.jpg,-4.74
42996,42997.jpg,-17.24
6564,6565.jpg,-0.3
30107,30108.jpg,-42.66
42721,42722.jpg,14.92
25221,25222.jpg,-0.5
17909,17910.jpg,3.73
42912,42913.jpg,-4.13
25405,25406.jpg,-9.48
38009,38010.jpg,-1.71
39651,39652.jpg,0.0
44387,44388.jpg,9.78
17427,17428.jpg,4.24
43867,43868.jpg,-19.87
343,344.jpg,-1.51
30331,30332.jpg,0.71
7042,7043.jpg,2.32
29313,29314.jpg,-20.17
37185,37186.jpg,-63.23
39870,39871.jpg,2.72
39008,39009.jpg,12.0
6952,6953.jpg,193.41
10670,10671.jpg,-102.2
9291,9292.jpg,25.61
1833,1834.jpg,0.0
26666,26667.jpg,-67.97
31434,31435.jpg,6.15
25854,25855.jpg,-69.68
35673,35674.jpg,-34.79
20004,20005.jpg,-1.21
40788,40789.jpg,-0.4
23815,23816.jpg,-0.2
11955,11956.jpg,-18.25
29988,29989.jpg,-26.22
10287,10288.jpg,0.0
24486,24487.jpg,-141.0
34343,34344.jpg,5.04
21923,21924.jpg,0.61
11787,11788.jpg,-15.23
21559,21560.jpg,-14.12
37409,37410.jpg,15.63
10800,10801.jpg,1.31
44008,44009.jpg,6.15
